Spotting ID,Bee Spotter,Date Spotted,Date Submitted,Title,Latitude,Longitude,Amateur Species Identification,Expert Species Identification (Primary),Expert Species Identification (Secondary),Protected Species?,Location Obscured?,Sex,Caste,Spotting URL,Number of Days Between Date Spotted and Date Added to Site,Photo ID,Rating,Has Pollen on Legs,Flower,Image URL
13789,menendeza17,4/14/2023,4/20/2023,4/14 bumble (mites or injury?),4.161.904.719.942.580,-870.910.692.214.966,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13789,6,27493,10,No,,https://beespotter.org/beedata/bees/13789-2.jpg
13789,menendeza17,4/14/2023,4/20/2023,4/14 bumble (mites or injury?),4.161.904.719.942.580,-870.910.692.214.966,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13789,6,27492,10,No,,https://beespotter.org/beedata/bees/13789-1.jpg
13787,gachastain,4/15/2023,4/15/2023,2023-04-15,4.184.341.415.888.590,-8.830.055.236.816.400,Bombus impatiens,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13787,0,27478,10,No,,https://beespotter.org/beedata/bees/13787-1.jpg
13790,menendeza17,4/15/2023,4/20/2023,Bombus impatiens 4/15/23,4.161.921.788.833.170,-8.709.081.709.384.910,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13790,5,27495,10,No,,https://beespotter.org/beedata/bees/13790-2.jpg
13790,menendeza17,4/15/2023,4/20/2023,Bombus impatiens 4/15/23,4.161.921.788.833.170,-8.709.081.709.384.910,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13790,5,27494,10,No,,https://beespotter.org/beedata/bees/13790-1.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.611.326.321.876,-90.352.385.432.788,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27491,10,No,,https://beespotter.org/beedata/bees/13788-13.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.437.935.046.525,-90.303.530.304.253,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27490,10,No,,https://beespotter.org/beedata/bees/13788-12.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.514.298.477.943,-90.523.455.234.513,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27489,10,No,,https://beespotter.org/beedata/bees/13788-11.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.417.420.517.177,-90.481.255.574.308,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27488,10,No,,https://beespotter.org/beedata/bees/13788-10.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.643.853.482.699,-90.442.251.381.974,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27487,10,No,,https://beespotter.org/beedata/bees/13788-9.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.644.613.967.885,-90.253.507.616.351,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27486,10,No,,https://beespotter.org/beedata/bees/13788-8.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.659.205.935.043,-90.381.234.907.934,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27485,10,No,,https://beespotter.org/beedata/bees/13788-7.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.504.511.145.859,-90.332.484.349.858,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27484,10,No,,https://beespotter.org/beedata/bees/13788-6.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.450.494.580.209,-90.463.576.892.096,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27483,10,No,,https://beespotter.org/beedata/bees/13788-5.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.594.894.898.848,-90.331.194.538.756,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27482,10,No,,https://beespotter.org/beedata/bees/13788-4.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.602.214.458.172,-90.443.103.886.068,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27481,10,No,,https://beespotter.org/beedata/bees/13788-3.jpg
13788,klundh,4/18/2023,4/19/2023,Illiniwek Queen Survey,41.514.862.761.425,-9.040.953.417.393,Bombus affinis,Bombus affinis,,t,t,female,Worker,https://beespotter.org/bee/13788,1,27480,10,No,,https://beespotter.org/beedata/bees/13788-2.jpg
13894,jbryan,4/18/2023,6/20/2023,23-04-18-1,4.200.606.382.543.130,-8.767.906.519.759.650,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13894,63,27747,10,No,,https://beespotter.org/beedata/bees/13894-2.jpg
13894,jbryan,4/18/2023,6/20/2023,23-04-18-1,4.200.606.382.543.130,-8.767.906.519.759.650,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13894,63,27746,10,No,,https://beespotter.org/beedata/bees/13894-1.jpg
14221,Dicentra,4/18/2023,8/4/2023,4 18 23 CW bee 1,4.193.596.699.021.540,-8.834.856.253.172.990,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/14221,108,28517,10,No,Ground ivy,https://beespotter.org/beedata/bees/14221-4.jpg
14221,Dicentra,4/18/2023,8/4/2023,4 18 23 CW bee 1,4.193.596.699.021.540,-8.834.856.253.172.990,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/14221,108,28516,10,No,Ground ivy,https://beespotter.org/beedata/bees/14221-3.jpg
14221,Dicentra,4/18/2023,8/4/2023,4 18 23 CW bee 1,4.193.596.699.021.540,-8.834.856.253.172.990,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/14221,108,28515,10,No,Ground ivy,https://beespotter.org/beedata/bees/14221-2.jpg
14221,Dicentra,4/18/2023,8/4/2023,4 18 23 CW bee 1,4.193.596.699.021.540,-8.834.856.253.172.990,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/14221,108,28514,10,No,Ground ivy,https://beespotter.org/beedata/bees/14221-1.jpg
13798,Bruno,4/28/2023,4/29/2023,April 28th Bumblebee,42.337.903.948.379.900,-8.809.423.675.120.340,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13798,1,27506,10,No,,https://beespotter.org/beedata/bees/13798-6.jpg
13798,Bruno,4/28/2023,4/29/2023,April 28th Bumblebee,42.337.903.948.379.900,-8.809.423.675.120.340,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13798,1,27504,10,No,,https://beespotter.org/beedata/bees/13798-4.jpg
13798,Bruno,4/28/2023,4/29/2023,April 28th Bumblebee,42.337.903.948.379.900,-8.809.423.675.120.340,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13798,1,27503,10,No,,https://beespotter.org/beedata/bees/13798-3.jpg
13798,Bruno,4/28/2023,4/29/2023,April 28th Bumblebee,42.337.903.948.379.900,-8.809.423.675.120.340,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13798,1,27502,10,No,,https://beespotter.org/beedata/bees/13798-2.jpg
13798,Bruno,4/28/2023,4/29/2023,April 28th Bumblebee,42.337.903.948.379.900,-8.809.423.675.120.340,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13798,1,27501,10,No,,https://beespotter.org/beedata/bees/13798-1.jpg
13799,menendeza17,4/29/2023,4/30/2023,Snake rd- brown belted,3.756.446,-8.944.074,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13799,1,27510,10,No,,https://beespotter.org/beedata/bees/13799-4.jpg
13799,menendeza17,4/29/2023,4/30/2023,Snake rd- brown belted,3.756.446,-8.944.074,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13799,1,27509,10,No,,https://beespotter.org/beedata/bees/13799-3.jpg
13799,menendeza17,4/29/2023,4/30/2023,Snake rd- brown belted,3.756.446,-8.944.074,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13799,1,27508,10,No,,https://beespotter.org/beedata/bees/13799-2.jpg
13799,menendeza17,4/29/2023,4/30/2023,Snake rd- brown belted,3.756.446,-8.944.074,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13799,1,27507,10,No,,https://beespotter.org/beedata/bees/13799-1.jpg
13800,menendeza17,4/29/2023,4/30/2023,Bumble bee (lots of yellow) - snake rd,37.545,-89.446,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13800,1,27513,10,No,,https://beespotter.org/beedata/bees/13800-3.jpg
13800,menendeza17,4/29/2023,4/30/2023,Bumble bee (lots of yellow) - snake rd,37.545,-89.446,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13800,1,27512,10,No,,https://beespotter.org/beedata/bees/13800-2.jpg
13800,menendeza17,4/29/2023,4/30/2023,Bumble bee (lots of yellow) - snake rd,37.545,-89.446,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13800,1,27511,10,No,,https://beespotter.org/beedata/bees/13800-1.jpg
13801,menendeza17,4/29/2023,4/30/2023,Snake road common,37.571,-894.395,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13801,1,27514,10,No,,https://beespotter.org/beedata/bees/13801-1.jpg
13804,tkdesign,5/4/2023,5/5/2023,Red clover May,37.440.369.633.516.200,-8.837.704.360.485.070,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13804,1,27521,10,No,,https://beespotter.org/beedata/bees/13804-5.jpg
13804,tkdesign,5/4/2023,5/5/2023,Red clover May,37.440.369.633.516.200,-8.837.704.360.485.070,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13804,1,27520,10,No,,https://beespotter.org/beedata/bees/13804-4.jpg
13804,tkdesign,5/4/2023,5/5/2023,Red clover May,37.440.369.633.516.200,-8.837.704.360.485.070,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13804,1,27519,10,No,,https://beespotter.org/beedata/bees/13804-3.jpg
13804,tkdesign,5/4/2023,5/5/2023,Red clover May,37.440.369.633.516.200,-8.837.704.360.485.070,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13804,1,27518,10,No,,https://beespotter.org/beedata/bees/13804-2.jpg
13804,tkdesign,5/4/2023,5/5/2023,Red clover May,37.440.369.633.516.200,-8.837.704.360.485.070,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13804,1,27517,10,No,,https://beespotter.org/beedata/bees/13804-1.jpg
14222,Dicentra,5/4/2023,8/4/2023,5 4 23 AH bee 1,4.245.263.481.723.890,-9.032.965.906.125.370,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/14222,92,28518,10,No,,https://beespotter.org/beedata/bees/14222-1.jpg
14223,Dicentra,5/5/2023,8/4/2023,5 5 23 CW bee 1,4.193.561.208.709.240,-8.834.908.794.297.990,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/14223,91,28519,10,No,Ground ivy,https://beespotter.org/beedata/bees/14223-1.jpg
13805,menendeza17,5/6/2023,5/6/2023,5/6/23 bombus,4.162.000.966.840.520,-8.709.099.411.964.410,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13805,0,27525,10,No,,https://beespotter.org/beedata/bees/13805-4.jpg
13805,menendeza17,5/6/2023,5/6/2023,5/6/23 bombus,4.162.000.966.840.520,-8.709.099.411.964.410,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13805,0,27524,10,No,,https://beespotter.org/beedata/bees/13805-3.jpg
13805,menendeza17,5/6/2023,5/6/2023,5/6/23 bombus,4.162.000.966.840.520,-8.709.099.411.964.410,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13805,0,27523,10,No,,https://beespotter.org/beedata/bees/13805-2.jpg
13805,menendeza17,5/6/2023,5/6/2023,5/6/23 bombus,4.162.000.966.840.520,-8.709.099.411.964.410,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13805,0,27522,10,No,,https://beespotter.org/beedata/bees/13805-1.jpg
14224,Dicentra,5/11/2023,8/4/2023,5 11 23 CW bee 1,4.193.567.612.843.550,-8.834.891.597.759.530,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/14224,85,28522,10,Yes,Ground ivy,https://beespotter.org/beedata/bees/14224-3.jpg
14224,Dicentra,5/11/2023,8/4/2023,5 11 23 CW bee 1,4.193.567.612.843.550,-8.834.891.597.759.530,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/14224,85,28521,10,Yes,Ground ivy,https://beespotter.org/beedata/bees/14224-2.jpg
14224,Dicentra,5/11/2023,8/4/2023,5 11 23 CW bee 1,4.193.567.612.843.550,-8.834.891.597.759.530,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/14224,85,28520,10,Yes,Ground ivy,https://beespotter.org/beedata/bees/14224-1.jpg
13807,menendeza17,5/12/2023,5/13/2023,Bumblebee prairie trail 5/12,4.162.096.410.262.450,-870.982.575.416.565,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13807,1,27530,10,No,,https://beespotter.org/beedata/bees/13807-2.jpg
13807,menendeza17,5/12/2023,5/13/2023,Bumblebee prairie trail 5/12,4.162.096.410.262.450,-870.982.575.416.565,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13807,1,27529,10,No,,https://beespotter.org/beedata/bees/13807-1.jpg
13806,Monotropa,5/13/2023,5/13/2023,Baptisia 1,3.868.109.861.443.530,-9.227.680.925.899.290,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13806,0,27528,10,No,,https://beespotter.org/beedata/bees/13806-3.jpg
13806,Monotropa,5/13/2023,5/13/2023,Baptisia 1,3.868.109.861.443.530,-9.227.680.925.899.290,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13806,0,27527,10,No,,https://beespotter.org/beedata/bees/13806-2.jpg
13806,Monotropa,5/13/2023,5/13/2023,Baptisia 1,3.868.109.861.443.530,-9.227.680.925.899.290,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13806,0,27526,10,No,,https://beespotter.org/beedata/bees/13806-1.jpg
13811,zapcat,5/13/2023,5/14/2023,Hello Ma’am,4.147.503.093.790.050,-8.763.137.340.545.650,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13811,1,27539,10,No,,https://beespotter.org/beedata/bees/13811-5.jpg
13811,zapcat,5/13/2023,5/14/2023,Hello Ma’am,4.147.503.093.790.050,-8.763.137.340.545.650,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13811,1,27538,10,No,,https://beespotter.org/beedata/bees/13811-4.jpg
13811,zapcat,5/13/2023,5/14/2023,Hello Ma’am,4.147.503.093.790.050,-8.763.137.340.545.650,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13811,1,27537,10,No,,https://beespotter.org/beedata/bees/13811-3.jpg
13811,zapcat,5/13/2023,5/14/2023,Hello Ma’am,4.147.503.093.790.050,-8.763.137.340.545.650,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13811,1,27536,10,No,,https://beespotter.org/beedata/bees/13811-2.jpg
13811,zapcat,5/13/2023,5/14/2023,Hello Ma’am,4.147.503.093.790.050,-8.763.137.340.545.650,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13811,1,27535,10,No,,https://beespotter.org/beedata/bees/13811-1.jpg
13809,MRetzer,5/14/2023,5/14/2023,Bombus sp,401.146.126.319.944,-8.826.003.491.878.510,,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13809,0,27532,10,No,,https://beespotter.org/beedata/bees/13809-2.jpg
13809,MRetzer,5/14/2023,5/14/2023,Bombus sp,401.146.126.319.944,-8.826.003.491.878.510,,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/13809,0,27531,10,No,,https://beespotter.org/beedata/bees/13809-1.jpg
13812,maggiewhite,5/16/2023,5/17/2023,NCC yard,42.361.446.165.913.300,-8.837.541.557.685.760,Bombus auricomus,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13812,1,27541,10,No,,https://beespotter.org/beedata/bees/13812-2.jpg
13812,maggiewhite,5/16/2023,5/17/2023,NCC yard,42.361.446.165.913.300,-8.837.541.557.685.760,Bombus auricomus,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13812,1,27540,10,No,,https://beespotter.org/beedata/bees/13812-1.jpg
13813,Joyce,5/17/2023,5/18/2023,230517_Seward Bluffs_Glechoma hederacea,42.279.155.192.128.300,-8.937.064.059.608.390,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13813,1,27545,10,No,Ground ivy,https://beespotter.org/beedata/bees/13813-4.jpg
13813,Joyce,5/17/2023,5/18/2023,230517_Seward Bluffs_Glechoma hederacea,42.279.155.192.128.300,-8.937.064.059.608.390,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13813,1,27544,10,No,Ground ivy,https://beespotter.org/beedata/bees/13813-3.jpg
13813,Joyce,5/17/2023,5/18/2023,230517_Seward Bluffs_Glechoma hederacea,42.279.155.192.128.300,-8.937.064.059.608.390,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13813,1,27543,10,No,Ground ivy,https://beespotter.org/beedata/bees/13813-2.jpg
13813,Joyce,5/17/2023,5/18/2023,230517_Seward Bluffs_Glechoma hederacea,42.279.155.192.128.300,-8.937.064.059.608.390,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/13813,1,27542,10,No,Ground ivy,https://beespotter.org/beedata/bees/13813-1.jpg
13896,clrowa333,5/18/2023,6/20/2023,Western Honey Bee,3.888.778.198.214.540,-9.006.372.928.619.380,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/13896,33,27878,10,Yes,"Clover, white",https://beespotter.org/beedata/bees/13896-1.jpg
13991,PowderCreek,5/18/2023,6/30/2023,My first home garden American!,3.856.725,-9.006.483.013.449.720,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13991,43,27931,10,No,,https://beespotter.org/beedata/bees/13991-6.jpg
13991,PowderCreek,5/18/2023,6/30/2023,My first home garden American!,3.856.725,-9.006.483.013.449.720,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13991,43,27930,10,No,,https://beespotter.org/beedata/bees/13991-5.jpg
13991,PowderCreek,5/18/2023,6/30/2023,My first home garden American!,3.856.725,-9.006.483.013.449.720,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13991,43,27929,10,No,,https://beespotter.org/beedata/bees/13991-4.jpg
13991,PowderCreek,5/18/2023,6/30/2023,My first home garden American!,3.856.725,-9.006.483.013.449.720,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13991,43,27928,10,No,,https://beespotter.org/beedata/bees/13991-3.jpg
13991,PowderCreek,5/18/2023,6/30/2023,My first home garden American!,3.856.725,-9.006.483.013.449.720,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13991,43,27927,10,No,,https://beespotter.org/beedata/bees/13991-2.jpg
13991,PowderCreek,5/18/2023,6/30/2023,My first home garden American!,3.856.725,-9.006.483.013.449.720,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13991,43,27926,10,No,,https://beespotter.org/beedata/bees/13991-1.jpg
13818,jjames,5/19/2023,5/25/2023,02 penn on Baptisia jlj,4.017.683.218.202.270,-88.558.988.571.167,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13818,6,27563,10,Yes,Baptisia,https://beespotter.org/beedata/bees/13818-6.jpg
13818,jjames,5/19/2023,5/25/2023,02 penn on Baptisia jlj,4.017.683.218.202.270,-88.558.988.571.167,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13818,6,27562,10,Yes,Baptisia,https://beespotter.org/beedata/bees/13818-5.jpg
13818,jjames,5/19/2023,5/25/2023,02 penn on Baptisia jlj,4.017.683.218.202.270,-88.558.988.571.167,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13818,6,27561,10,Yes,Baptisia,https://beespotter.org/beedata/bees/13818-4.jpg
13818,jjames,5/19/2023,5/25/2023,02 penn on Baptisia jlj,4.017.683.218.202.270,-88.558.988.571.167,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/13818,6,27560,10,Yes,Baptisia,https://beespotter.org/beedata/bees/13818-3.jpg
