Spotting ID,Bee Spotter,Date Spotted,Date Submitted,Title,Latitude,Longitude,Amateur Species Identification,Expert Species Identification (Primary),Expert Species Identification (Secondary),Protected Species?,Location Obscured?,Sex,Caste,Spotting URL,Number of Days Between Date Spotted and Date Added to Site,Photo ID,Rating,Has Pollen on Legs,Flower,Image URL
8171,Jennad600,4/16/2019,4/16/2019,Hyacinths and Creeping Charlie,4.042.210.114.520.310,-9.080.018.266.955.450,Bombus vagans,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8171,0,15361,10,No,,https://beespotter.org/beedata/bees/8171-6.jpg
8171,Jennad600,4/16/2019,4/16/2019,Hyacinths and Creeping Charlie,4.042.210.114.520.310,-9.080.018.266.955.450,Bombus vagans,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8171,0,15360,10,No,,https://beespotter.org/beedata/bees/8171-5.jpg
8171,Jennad600,4/16/2019,4/16/2019,Hyacinths and Creeping Charlie,4.042.210.114.520.310,-9.080.018.266.955.450,Bombus vagans,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8171,0,15358,10,No,,https://beespotter.org/beedata/bees/8171-3.jpg
8171,Jennad600,4/16/2019,4/16/2019,Hyacinths and Creeping Charlie,4.042.210.114.520.310,-9.080.018.266.955.450,Bombus vagans,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8171,0,15357,10,No,,https://beespotter.org/beedata/bees/8171-2.jpg
8171,Jennad600,4/16/2019,4/16/2019,Hyacinths and Creeping Charlie,4.042.210.114.520.310,-9.080.018.266.955.450,Bombus vagans,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8171,0,15356,10,No,Hyacinth,https://beespotter.org/beedata/bees/8171-1.jpg
8177,prairiebeeman,4/22/2019,4/23/2019,04.22.19 Bombus on front porch,3.929.838.961.517.500,-8.798.487.782.478.330,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8177,1,15384,10,No,,https://beespotter.org/beedata/bees/8177-4.jpg
8177,prairiebeeman,4/22/2019,4/23/2019,04.22.19 Bombus on front porch,3.929.838.961.517.500,-8.798.487.782.478.330,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8177,1,15383,10,No,,https://beespotter.org/beedata/bees/8177-3.jpg
8177,prairiebeeman,4/22/2019,4/23/2019,04.22.19 Bombus on front porch,3.929.838.961.517.500,-8.798.487.782.478.330,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8177,1,15382,10,No,,https://beespotter.org/beedata/bees/8177-2.jpg
8177,prairiebeeman,4/22/2019,4/23/2019,04.22.19 Bombus on front porch,3.929.838.961.517.500,-8.798.487.782.478.330,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8177,1,15381,10,No,,https://beespotter.org/beedata/bees/8177-1.jpg
8178,jennasiegel15,4/22/2019,4/24/2019,Bumble Bee on beautiful pink flower,41.442.346.115.898.100,-8.840.473.473.072.050,Bombus bimaculatus,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8178,2,15385,10,No,,https://beespotter.org/beedata/bees/8178-1.jpg
8179,Hurta3,4/23/2019,4/24/2019,In Window,39.176.877.739.535.900,-842.996.601.224.877,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8179,1,15388,10,No,,https://beespotter.org/beedata/bees/8179-3.jpg
8179,Hurta3,4/23/2019,4/24/2019,In Window,39.176.877.739.535.900,-842.996.601.224.877,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8179,1,15387,10,No,,https://beespotter.org/beedata/bees/8179-2.jpg
8179,Hurta3,4/23/2019,4/24/2019,In Window,39.176.877.739.535.900,-842.996.601.224.877,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8179,1,15386,10,No,,https://beespotter.org/beedata/bees/8179-1.jpg
8183,Joel Neylon,4/23/2019,4/25/2019,Spencer,4.226.041.737.673.470,-8.886.801.660.060.880,Bombus impatiens,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8183,2,15395,10,No,,https://beespotter.org/beedata/bees/8183-2.jpg
8183,Joel Neylon,4/23/2019,4/25/2019,Spencer,4.226.041.737.673.470,-8.886.801.660.060.880,Bombus impatiens,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8183,2,15394,10,No,,https://beespotter.org/beedata/bees/8183-1.jpg
13595,Dicentra,4/23/2019,10/11/2022,4 23 29 HSW bee 1,41.959.193.909.679.600,-8.828.844.309.158.740,Bombus impatiens,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/13595,1267,27116,10,No,,https://beespotter.org/beedata/bees/13595-4.jpg
13595,Dicentra,4/23/2019,10/11/2022,4 23 29 HSW bee 1,41.959.193.909.679.600,-8.828.844.309.158.740,Bombus impatiens,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/13595,1267,27115,10,No,,https://beespotter.org/beedata/bees/13595-3.jpg
13595,Dicentra,4/23/2019,10/11/2022,4 23 29 HSW bee 1,41.959.193.909.679.600,-8.828.844.309.158.740,Bombus impatiens,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/13595,1267,27114,10,No,,https://beespotter.org/beedata/bees/13595-2.jpg
13595,Dicentra,4/23/2019,10/11/2022,4 23 29 HSW bee 1,41.959.193.909.679.600,-8.828.844.309.158.740,Bombus impatiens,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/13595,1267,27113,10,No,,https://beespotter.org/beedata/bees/13595-1.jpg
13596,Dicentra,4/24/2019,10/11/2022,4 24 19 TW bee 1,4.196.640.761.327.950,-8.830.318.808.675.650,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Queen,https://beespotter.org/bee/13596,1266,27118,10,No,,https://beespotter.org/beedata/bees/13596-2.jpg
13596,Dicentra,4/24/2019,10/11/2022,4 24 19 TW bee 1,4.196.640.761.327.950,-8.830.318.808.675.650,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Queen,https://beespotter.org/bee/13596,1266,27117,10,No,,https://beespotter.org/beedata/bees/13596-1.jpg
8180,jessica1778,4/25/2019,4/25/2019,Pink Box Bee,4.114.302.471.910.360,-8.788.449.883.460.990,Bombus variabilis,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8180,0,15389,10,No,,https://beespotter.org/beedata/bees/8180-1.jpg
8181,Joel Neylon,4/25/2019,4/25/2019,Distillery bim nest,4.226.300.932.400.960,-8.890.760.064.125.060,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8181,0,15391,10,No,,https://beespotter.org/beedata/bees/8181-2.jpg
8181,Joel Neylon,4/25/2019,4/25/2019,Distillery bim nest,4.226.300.932.400.960,-8.890.760.064.125.060,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8181,0,15390,10,No,,https://beespotter.org/beedata/bees/8181-1.jpg
8182,Joel Neylon,4/25/2019,4/25/2019,Mondale bim nest,42.256.139.623.531.300,-8.901.406.556.367.870,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8182,0,15393,10,No,,https://beespotter.org/beedata/bees/8182-2.jpg
8182,Joel Neylon,4/25/2019,4/25/2019,Mondale bim nest,42.256.139.623.531.300,-8.901.406.556.367.870,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8182,0,15392,10,No,,https://beespotter.org/beedata/bees/8182-1.jpg
8192,prairiebeeman,4/29/2019,4/29/2019,4.29.19 Bombus searching forest floor,3.929.591.539.792.330,-879.214.382.171.631,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8192,0,15411,10,No,,https://beespotter.org/beedata/bees/8192-5.jpg
8192,prairiebeeman,4/29/2019,4/29/2019,4.29.19 Bombus searching forest floor,3.929.591.539.792.330,-879.214.382.171.631,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8192,0,15410,10,No,,https://beespotter.org/beedata/bees/8192-4.jpg
8192,prairiebeeman,4/29/2019,4/29/2019,4.29.19 Bombus searching forest floor,3.929.591.539.792.330,-879.214.382.171.631,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8192,0,15409,10,No,,https://beespotter.org/beedata/bees/8192-3.jpg
8192,prairiebeeman,4/29/2019,4/29/2019,4.29.19 Bombus searching forest floor,3.929.591.539.792.330,-879.214.382.171.631,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8192,0,15408,10,No,,https://beespotter.org/beedata/bees/8192-2.jpg
8192,prairiebeeman,4/29/2019,4/29/2019,4.29.19 Bombus searching forest floor,3.929.591.539.792.330,-879.214.382.171.631,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8192,0,15407,10,No,,https://beespotter.org/beedata/bees/8192-1.jpg
8194,Jennad600,5/4/2019,5/4/2019,Apple tree bee,40.422.181.237.232.600,-9.080.023.007.118.140,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8194,0,15416,10,No,,https://beespotter.org/beedata/bees/8194-2.jpg
8194,Jennad600,5/4/2019,5/4/2019,Apple tree bee,40.422.181.237.232.600,-9.080.023.007.118.140,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8194,0,15415,10,No,Apple,https://beespotter.org/beedata/bees/8194-1.jpg
8200,Jennad600,5/4/2019,5/7/2019,Bumblebee on Creeping Charlie,4.042.219.387.966.050,-9.080.025.348.812.340,Bombus griseocollis,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/8200,3,15441,10,No,,https://beespotter.org/beedata/bees/8200-4.jpg
8200,Jennad600,5/4/2019,5/7/2019,Bumblebee on Creeping Charlie,4.042.219.387.966.050,-9.080.025.348.812.340,Bombus griseocollis,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/8200,3,15440,10,No,,https://beespotter.org/beedata/bees/8200-3.jpg
8200,Jennad600,5/4/2019,5/7/2019,Bumblebee on Creeping Charlie,4.042.219.387.966.050,-9.080.025.348.812.340,Bombus griseocollis,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/8200,3,15439,10,No,,https://beespotter.org/beedata/bees/8200-2.jpg
8200,Jennad600,5/4/2019,5/7/2019,Bumblebee on Creeping Charlie,4.042.219.387.966.050,-9.080.025.348.812.340,Bombus griseocollis,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/8200,3,15438,10,No,Creeping Charlie,https://beespotter.org/beedata/bees/8200-1.jpg
9270,Bumblebuzz,5/4/2019,8/21/2019,B. griseocolis Big Rock_mb,4.181.986.059.226.990,-8.804.658.994.049.530,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/9270,109,17672,10,No,,https://beespotter.org/beedata/bees/9270-2.png
9270,Bumblebuzz,5/4/2019,8/21/2019,B. griseocolis Big Rock_mb,4.181.986.059.226.990,-8.804.658.994.049.530,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/9270,109,17671,10,No,,https://beespotter.org/beedata/bees/9270-1.png
9273,Bumblebuzz,5/4/2019,8/21/2019,B. Impatiens low flying & crawling  prairie_mb,41.815.457.524.078.100,-8.809.214.130.029.430,Bombus impatiens,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/9273,109,17676,10,No,,https://beespotter.org/beedata/bees/9273-2.png
9273,Bumblebuzz,5/4/2019,8/21/2019,B. Impatiens low flying & crawling  prairie_mb,41.815.457.524.078.100,-8.809.214.130.029.430,Bombus impatiens,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/9273,109,17674,10,No,,https://beespotter.org/beedata/bees/9273-1.png
8264,Joel Neylon,5/5/2019,6/8/2019,Distillery,4.225.867.592.423.620,-8.890.565.872.192.380,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8264,34,15558,10,No,,https://beespotter.org/beedata/bees/8264-1.jpg
8199,tharriso,5/6/2019,5/7/2019,Huge_gris_queen_in_house,395.020.827.294.806,-8.817.516.875.293.220,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8199,1,15437,,No,,https://beespotter.org/beedata/bees/8199-1.jpg
8331,nalmassi,5/6/2019,6/20/2019,B. impatiens near FH,4.168.812.622.404.540,-8.792.580.378.065.390,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8331,45,15684,10,No,,https://beespotter.org/beedata/bees/8331-2.jpg
8331,nalmassi,5/6/2019,6/20/2019,B. impatiens near FH,4.168.812.622.404.540,-8.792.580.378.065.390,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8331,45,15683,10,No,,https://beespotter.org/beedata/bees/8331-1.jpg
8201,jennasiegel15,5/8/2019,5/8/2019,Bee,41.445.378.094.951.800,-8.841.833.889.484.400,Bombus citrinus,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8201,0,15442,10,No,Redbud,https://beespotter.org/beedata/bees/8201-1.jpg
13597,Dicentra,5/8/2019,10/11/2022,5 18 19 TW bee 1,4.192.941.767.040.400,-8.835.033.417.075.460,Bombus impatiens,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/13597,1252,27120,,No,,https://beespotter.org/beedata/bees/13597-2.jpg
13597,Dicentra,5/8/2019,10/11/2022,5 18 19 TW bee 1,4.192.941.767.040.400,-8.835.033.417.075.460,Bombus impatiens,Bombus impatiens,,f,f,female,Queen,https://beespotter.org/bee/13597,1252,27119,10,No,,https://beespotter.org/beedata/bees/13597-1.jpg
13598,Dicentra,5/8/2019,10/11/2022,5 8 19 LO bee 2,4.192.897.783.240.480,-8.835.091.710.134.290,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13598,1252,27123,,No,"Bluebell, Mertensia",https://beespotter.org/beedata/bees/13598-3.jpg
13598,Dicentra,5/8/2019,10/11/2022,5 8 19 LO bee 2,4.192.897.783.240.480,-8.835.091.710.134.290,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13598,1252,27122,10,No,"Bluebell, Mertensia",https://beespotter.org/beedata/bees/13598-2.jpg
13598,Dicentra,5/8/2019,10/11/2022,5 8 19 LO bee 2,4.192.897.783.240.480,-8.835.091.710.134.290,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/13598,1252,27121,10,No,"Bluebell, Mertensia",https://beespotter.org/beedata/bees/13598-1.jpg
8211,jennasiegel15,5/10/2019,5/13/2019,Pink flower bee,41.265.294.753.502.900,-8.780.593.355.360.900,Bombus citrinus,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8211,3,15452,10,Yes,,https://beespotter.org/beedata/bees/8211-1.jpg
8215,jennasiegel15,5/11/2019,5/13/2019,Bee,41.159.383.786.437.200,-8.773.921.966.552.730,Bombus citrinus,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8215,2,15455,10,Yes,,https://beespotter.org/beedata/bees/8215-1.jpg
8219,prairiebeeman,5/17/2019,5/17/2019,05.17.19 Bombus on Virginia Spiderwort & Rubus,3.929.837.897.747.340,-879.848.885.536.194,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8219,0,15467,10,No,,https://beespotter.org/beedata/bees/8219-7.jpg
8219,prairiebeeman,5/17/2019,5/17/2019,05.17.19 Bombus on Virginia Spiderwort & Rubus,3.929.837.897.747.340,-879.848.885.536.194,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8219,0,15466,10,No,,https://beespotter.org/beedata/bees/8219-6.jpg
8219,prairiebeeman,5/17/2019,5/17/2019,05.17.19 Bombus on Virginia Spiderwort & Rubus,3.929.837.897.747.340,-879.848.885.536.194,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8219,0,15465,10,No,,https://beespotter.org/beedata/bees/8219-5.jpg
8219,prairiebeeman,5/17/2019,5/17/2019,05.17.19 Bombus on Virginia Spiderwort & Rubus,3.929.837.897.747.340,-879.848.885.536.194,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8219,0,15464,10,No,,https://beespotter.org/beedata/bees/8219-4.jpg
8219,prairiebeeman,5/17/2019,5/17/2019,05.17.19 Bombus on Virginia Spiderwort & Rubus,3.929.837.897.747.340,-879.848.885.536.194,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8219,0,15463,10,No,,https://beespotter.org/beedata/bees/8219-3.jpg
8219,prairiebeeman,5/17/2019,5/17/2019,05.17.19 Bombus on Virginia Spiderwort & Rubus,3.929.837.897.747.340,-879.848.885.536.194,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8219,0,15462,10,No,,https://beespotter.org/beedata/bees/8219-2.jpg
8219,prairiebeeman,5/17/2019,5/17/2019,05.17.19 Bombus on Virginia Spiderwort & Rubus,3.929.837.897.747.340,-879.848.885.536.194,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8219,0,15461,10,Yes,,https://beespotter.org/beedata/bees/8219-1.jpg
8223,Iwetmyplantsnet,5/17/2019,5/20/2019,Rusty Patch Bumble,3.147.479.199.870.470,-9.061.180.114.746.090,Bombus affinis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8223,3,15477,10,No,,https://beespotter.org/beedata/bees/8223-5.jpg
8223,Iwetmyplantsnet,5/17/2019,5/20/2019,Rusty Patch Bumble,3.147.479.199.870.470,-9.061.180.114.746.090,Bombus affinis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8223,3,15476,10,No,,https://beespotter.org/beedata/bees/8223-4.jpg
8223,Iwetmyplantsnet,5/17/2019,5/20/2019,Rusty Patch Bumble,3.147.479.199.870.470,-9.061.180.114.746.090,Bombus affinis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8223,3,15475,10,No,,https://beespotter.org/beedata/bees/8223-3.jpg
8253,Joel Neylon,5/18/2019,6/5/2019,O O Stimes,42.370.283.129.982.200,-887.235.152.721.405,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8253,18,15539,10,No,,https://beespotter.org/beedata/bees/8253-1.jpg
8254,Joel Neylon,5/18/2019,6/5/2019,O O Stimes,4.236.970.898.314.960,-8.872.396.051.883.690,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8254,18,15540,10,No,,https://beespotter.org/beedata/bees/8254-1.jpg
8225,Battywing,5/21/2019,5/21/2019,HB front yard,3.914.975.774.206.430,-8.460.734.265.199.790,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8225,0,15479,10,No,,https://beespotter.org/beedata/bees/8225-1.jpg
8232,KarenJohnson501,5/22/2019,5/27/2019,Bee on Solomon’s Seal,41.729.280.152.936.100,-8.812.035.083.770.750,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8232,5,15490,10,No,,https://beespotter.org/beedata/bees/8232-2.jpg
8232,KarenJohnson501,5/22/2019,5/27/2019,Bee on Solomon’s Seal,41.729.280.152.936.100,-8.812.035.083.770.750,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8232,5,15489,10,No,Solomon's seal,https://beespotter.org/beedata/bees/8232-1.jpg
8228,contrms,5/23/2019,5/23/2019,new,4.091.455.745.686.510,-8.950.019.717.216.490,,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8228,0,15481,10,No,,https://beespotter.org/beedata/bees/8228-1.jpg
8229,KarenJohnson501,5/23/2019,5/27/2019,Bee on bleeding heart 1,41.729.287.158.982.200,-881.203.079.223.633,Bombus auricomus,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/8229,4,15484,10,No,,https://beespotter.org/beedata/bees/8229-3.jpg
8229,KarenJohnson501,5/23/2019,5/27/2019,Bee on bleeding heart 1,41.729.287.158.982.200,-881.203.079.223.633,Bombus auricomus,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/8229,4,15483,10,No,,https://beespotter.org/beedata/bees/8229-2.jpg
8229,KarenJohnson501,5/23/2019,5/27/2019,Bee on bleeding heart 1,41.729.287.158.982.200,-881.203.079.223.633,Bombus auricomus,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/8229,4,15482,10,Yes,Bleeding heart,https://beespotter.org/beedata/bees/8229-1.jpg
8230,KarenJohnson501,5/23/2019,5/27/2019,Bee on wood betony 1,41.814.973.421.706.400,-8.809.283.137.321.470,Bombus auricomus,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/8230,4,15487,10,No,,https://beespotter.org/beedata/bees/8230-3.jpg
8230,KarenJohnson501,5/23/2019,5/27/2019,Bee on wood betony 1,41.814.973.421.706.400,-8.809.283.137.321.470,Bombus auricomus,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/8230,4,15486,10,No,,https://beespotter.org/beedata/bees/8230-2.jpg
8230,KarenJohnson501,5/23/2019,5/27/2019,Bee on wood betony 1,41.814.973.421.706.400,-8.809.283.137.321.470,Bombus auricomus,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/8230,4,15485,10,No,Betony,https://beespotter.org/beedata/bees/8230-1.jpg
8231,KarenJohnson501,5/23/2019,5/27/2019,Bee on wood betony 2,41.814.893.459.449.800,-8.809.264.898.300.170,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8231,4,15488,10,No,Betony,https://beespotter.org/beedata/bees/8231-1.jpg
8291,prairiebeeman,5/23/2019,6/13/2019,Bombus on an Allium,4.088.281.120.360.660,-8.885.820.508.003.230,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8291,21,15599,10,No,,https://beespotter.org/beedata/bees/8291-3.jpg
8291,prairiebeeman,5/23/2019,6/13/2019,Bombus on an Allium,4.088.281.120.360.660,-8.885.820.508.003.230,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8291,21,15598,10,No,,https://beespotter.org/beedata/bees/8291-2.jpg
8291,prairiebeeman,5/23/2019,6/13/2019,Bombus on an Allium,4.088.281.120.360.660,-8.885.820.508.003.230,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/8291,21,15597,10,Yes,Allium,https://beespotter.org/beedata/bees/8291-1.jpg
8292,prairiebeeman,5/23/2019,6/13/2019,Apis on an Allium,4.088.280.714.783.900,-8.885.814.070.701.590,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/8292,21,15600,10,No,Allium,https://beespotter.org/beedata/bees/8292-1.jpg
8438,Chicagobees,5/23/2019,6/25/2019,Lavender,4.185.961.100.032.150,-8.769.342.362.880.700,Bombus griseocollis,Bombus bimaculatus,,f,f,female,Queen,https://beespotter.org/bee/8438,33,15909,10,Yes,,https://beespotter.org/beedata/bees/8438-1.jpg
8283,JJ,5/25/2019,6/11/2019,Allium  Bee,4.175.214.381.848.300,-8.815.974.712.371.820,Bombus auricomus,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8283,17,15586,10,No,,https://beespotter.org/beedata/bees/8283-2.jpg
8283,JJ,5/25/2019,6/11/2019,Allium  Bee,4.175.214.381.848.300,-8.815.974.712.371.820,Bombus auricomus,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/8283,17,15585,10,No,Allium,https://beespotter.org/beedata/bees/8283-1.jpg
8293,prairiebeeman,5/28/2019,6/13/2019,Bombus1 visiting Solomon’s Seal,39.298.503.516.317.700,-8.798.491.537.570.950,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8293,16,15604,10,No,,https://beespotter.org/beedata/bees/8293-4.jpg
8293,prairiebeeman,5/28/2019,6/13/2019,Bombus1 visiting Solomon’s Seal,39.298.503.516.317.700,-8.798.491.537.570.950,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/8293,16,15603,10,No,,https://beespotter.org/beedata/bees/8293-3.jpg
