Spotting ID,Bee Spotter,Date Spotted,Date Submitted,Title,Latitude,Longitude,Amateur Species Identification,Expert Species Identification (Primary),Expert Species Identification (Secondary),Protected Species?,Location Obscured?,Sex,Caste,Spotting URL,Number of Days Between Date Spotted and Date Added to Site,Photo ID,Rating,Has Pollen on Legs,Flower,Image URL
2068,PepperCreek,6/14/2011,6/15/2011,out back,42.239.776,-88.974.344,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2068,1,3408,10,No,,https://beespotter.org/beedata/bees/2068-2.jpg
2068,PepperCreek,6/14/2011,6/15/2011,out back,42.239.776,-88.974.344,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2068,1,3407,7,No,,https://beespotter.org/beedata/bees/2068-1.jpg
2069,PepperCreek,6/15/2011,6/15/2011,Front walk,42.239.776,-88.974.344,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2069,0,3415,7,No,,https://beespotter.org/beedata/bees/2069-5.jpg
2069,PepperCreek,6/15/2011,6/15/2011,Front walk,42.239.776,-88.974.344,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2069,0,3414,10,No,,https://beespotter.org/beedata/bees/2069-4.jpg
2069,PepperCreek,6/15/2011,6/15/2011,Front walk,42.239.776,-88.974.344,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2069,0,3413,10,No,,https://beespotter.org/beedata/bees/2069-3.jpg
2070,PepperCreek,6/16/2011,6/16/2011,back coneflower,42.239.776,-88.974.344,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/2070,0,3419,10,No,Coneflower,https://beespotter.org/beedata/bees/2070-4.jpg
2070,PepperCreek,6/16/2011,6/16/2011,back coneflower,42.239.776,-88.974.344,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/2070,0,3418,10,No,Coneflower,https://beespotter.org/beedata/bees/2070-3.jpg
2070,PepperCreek,6/16/2011,6/16/2011,back coneflower,42.239.776,-88.974.344,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/2070,0,3417,10,No,Coneflower,https://beespotter.org/beedata/bees/2070-2.jpg
2070,PepperCreek,6/16/2011,6/16/2011,back coneflower,42.239.776,-88.974.344,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/2070,0,3416,10,No,Coneflower,https://beespotter.org/beedata/bees/2070-1.jpg
2071,PepperCreek,6/16/2011,6/16/2011,Penstemon,42.239.776,-88.974.344,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2071,0,3421,10,No,Penstemon,https://beespotter.org/beedata/bees/2071-2.jpg
2071,PepperCreek,6/16/2011,6/16/2011,Penstemon,42.239.776,-88.974.344,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2071,0,3420,10,No,Penstemon,https://beespotter.org/beedata/bees/2071-1.jpg
2072,John Dahlstedt,6/16/2011,6/16/2011,Bee 541 Champaign Cty,4.008.011.963.211.700,-8.820.817.172.527.310,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2072,0,3422,10,No,,https://beespotter.org/beedata/bees/2072-1.jpg
2073,John Dahlstedt,6/16/2011,6/16/2011,Bee 542 Champaign Cty,40.079.963.658.778.500,-8.820.827.901.363.370,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2073,0,3423,10,No,,https://beespotter.org/beedata/bees/2073-1.jpg
2074,John Dahlstedt,6/16/2011,6/16/2011,Bee 543 Champaign Cty,4.007.995.031.893.690,-8.820.832.192.897.790,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2074,0,3424,10,No,,https://beespotter.org/beedata/bees/2074-1.jpg
2076,John Dahlstedt,6/16/2011,6/16/2011,Bee 545 Champaign Cty,400.799.554.496.456,-882.083.112.001.419,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/2076,0,3427,10,No,,https://beespotter.org/beedata/bees/2076-2.jpg
2076,John Dahlstedt,6/16/2011,6/16/2011,Bee 545 Champaign Cty,400.799.554.496.456,-882.083.112.001.419,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/2076,0,3426,10,No,,https://beespotter.org/beedata/bees/2076-1.jpg
2077,John Dahlstedt,6/16/2011,6/16/2011,Bee 546 Champaign Cty,4.008.000.265.214.660,-882.083.822.786.808,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2077,0,3428,10,No,,https://beespotter.org/beedata/bees/2077-1.jpg
2078,John Dahlstedt,6/16/2011,6/16/2011,Bee 547 Champaign Cty,4.007.994.929.279.520,-8.820.839.166.641.230,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/2078,0,3430,10,No,,https://beespotter.org/beedata/bees/2078-2.jpg
2078,John Dahlstedt,6/16/2011,6/16/2011,Bee 547 Champaign Cty,4.007.994.929.279.520,-8.820.839.166.641.230,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/2078,0,3429,10,No,,https://beespotter.org/beedata/bees/2078-1.jpg
2079,PepperCreek,6/18/2011,6/18/2011,Front walk,42.239.776,-88.974.344,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/2079,0,3433,10,No,,https://beespotter.org/beedata/bees/2079-1.jpg
2080,jennraber,6/18/2011,6/18/2011,Graceland 6-18-11,4.196.132.504.764.410,-8.766.051.292.419.430,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2080,0,3435,10,No,,https://beespotter.org/beedata/bees/2080-2.jpg
2080,jennraber,6/18/2011,6/18/2011,Graceland 6-18-11,4.196.132.504.764.410,-8.766.051.292.419.430,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2080,0,3434,10,No,,https://beespotter.org/beedata/bees/2080-1.jpg
2081,steverhayes908,6/24/2011,6/25/2011,June 24,386.796.522,-899.746.344,Bombus vagans,Bombus bimaculatus,,f,f,male,Drone,https://beespotter.org/bee/2081,1,3436,10,No,,https://beespotter.org/beedata/bees/2081-1.jpg
2082,steverhayes908,6/25/2011,6/25/2011,june 25,386.796.522,-899.746.344,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2082,0,3437,7,No,,https://beespotter.org/beedata/bees/2082-1.jpg
2084,John Dahlstedt,6/25/2011,6/25/2011,Bee 548 Champaign Cty,4.008.106.777.814.470,-8.820.298.433.303.830,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/2084,0,3439,10,No,,https://beespotter.org/beedata/bees/2084-2.jpg
2084,John Dahlstedt,6/25/2011,6/25/2011,Bee 548 Champaign Cty,4.008.106.777.814.470,-8.820.298.433.303.830,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/2084,0,3438,8,No,,https://beespotter.org/beedata/bees/2084-1.jpg
2085,John Dahlstedt,6/25/2011,6/25/2011,Bee 549 Champaign Cty,400.799.595.542.122,-8.820.837.959.647.170,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2085,0,3440,10,No,,https://beespotter.org/beedata/bees/2085-1.jpg
2086,John Dahlstedt,6/25/2011,6/25/2011,Bee 550 Champaign Cty,4.007.993.697.909.270,-8.820.837.289.094.920,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2086,0,3443,10,Yes,,https://beespotter.org/beedata/bees/2086-3.jpg
2086,John Dahlstedt,6/25/2011,6/25/2011,Bee 550 Champaign Cty,4.007.993.697.909.270,-8.820.837.289.094.920,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2086,0,3442,10,Yes,,https://beespotter.org/beedata/bees/2086-2.jpg
2086,John Dahlstedt,6/25/2011,6/25/2011,Bee 550 Champaign Cty,4.007.993.697.909.270,-8.820.837.289.094.920,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/2086,0,3441,10,Yes,,https://beespotter.org/beedata/bees/2086-1.jpg
2087,mary,6/26/2011,6/26/2011,"honey bee on monarda, 3:30 pm, MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2087,0,3480,10,No,Monarda,https://beespotter.org/beedata/bees/2087-9.jpg
2099,mary,6/26/2011,7/3/2011,"1 honey bee on calamint, 3:30 pm, MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2099,7,3481,5,No,,https://beespotter.org/beedata/bees/2099-1.jpg
2100,mary,6/26/2011,7/3/2011,"13 honey bees on white clover, 3:30 -4:30 pm, MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2100,7,3482,10,Yes,,https://beespotter.org/beedata/bees/2100-1.jpg
2101,mary,6/26/2011,7/3/2011,"2 honeybees on blackeyed susans, 3:30pm, MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2101,7,3483,10,Yes,,https://beespotter.org/beedata/bees/2101-1.jpg
2102,mary,6/26/2011,7/3/2011,"1 honey bee on pink primrose, 3:30 pm. MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2102,7,3485,10,No,,https://beespotter.org/beedata/bees/2102-2.jpg
2103,mary,6/26/2011,7/3/2011,"30 honey bees on onions, 3:30-4:30 pm.,MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2103,7,3486,10,No,Onion,https://beespotter.org/beedata/bees/2103-1.jpg
2104,mary,6/26/2011,7/3/2011,1 honeybee on wild geranium. 3:30-4:30 pm. MB,38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2104,7,3487,6,No,Geranium,https://beespotter.org/beedata/bees/2104-1.jpg
2105,mary,6/26/2011,7/3/2011,"4 honey bees on echinacea, 3:30 pm, MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2105,7,3489,10,No,Echinacea,https://beespotter.org/beedata/bees/2105-2.jpg
2106,mary,6/26/2011,7/3/2011,"1 honeybee on salvia, 3:30 pm, MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2106,7,3490,7,No,Salvia,https://beespotter.org/beedata/bees/2106-1.jpg
2107,mary,6/26/2011,7/3/2011,"1 sick disoriented honey bee in grass, 3:30 p,. MB",38.626.345,-9.029.762,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2107,7,3491,10,No,,https://beespotter.org/beedata/bees/2107-1.jpg
2088,janher,6/27/2011,6/27/2011,sunkengarden1,4.178.692.903.677.690,-8.758.553.981.781.000,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/2088,0,3444,10,No,,https://beespotter.org/beedata/bees/2088-1.jpg
2090,janher,6/29/2011,6/29/2011,uchicago 1,4.178.744.101.687.480,-8.759.906.888.008.110,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/2090,0,3452,10,Yes,,https://beespotter.org/beedata/bees/2090-3.jpg
2090,janher,6/29/2011,6/29/2011,uchicago 1,4.178.744.101.687.480,-8.759.906.888.008.110,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/2090,0,3451,10,Yes,,https://beespotter.org/beedata/bees/2090-2.jpg
